"V1","Nnobs","NNAs","NMinimum","NMaximum","N1. Quartile","N3. Quartile","NMean","NMedian","NSum","NSE Mean","NLCL Mean","NUCL Mean","NVariance","NStdev","NSkewness","NKurtosis","Enobs","ENAs","EMinimum","EMaximum","E1. Quartile","E3. Quartile","EMean","EMedian","ESum","ESE Mean","ELCL Mean","EUCL Mean","EVariance","EStdev","ESkewness","EKurtosis","Lnobs","LNAs","LMinimum","LMaximum","L1. Quartile","L3. Quartile","LMean","LMedian","LSum","LSE Mean","LLCL Mean","LUCL Mean","LVariance","LStdev","LSkewness","LKurtosis","Lhnobs","LhNAs","LhMinimum","LhMaximum","Lh1. Quartile","Lh3. Quartile","LhMean","LhMedian","LhSum","LhSE Mean","LhLCL Mean","LhUCL Mean","LhVariance","LhStdev","LhSkewness","LhKurtosis","wnobs","wNAs","wMinimum","wMaximum","w1. Quartile","w3. Quartile","wMean","wMedian","wSum","wSE Mean","wLCL Mean","wUCL Mean","wVariance","wStdev","wSkewness","wKurtosis","Yonobs","YoNAs","YoMinimum","YoMaximum","Yo1. Quartile","Yo3. Quartile","YoMean","YoMedian","YoSum","YoSE Mean","YoLCL Mean","YoUCL Mean","YoVariance","YoStdev","YoSkewness","YoKurtosis","Ynobs","YNAs","YMinimum","YMaximum","Y1. Quartile","Y3. Quartile","YMean","YMedian","YSum","YSE Mean","YLCL Mean","YUCL Mean","YVariance","YStdev","YSkewness","YKurtosis","Wnobs","WNAs","WMinimum","WMaximum","W1. Quartile","W3. Quartile","WMean","WMedian","WSum","WSE Mean","WLCL Mean","WUCL Mean","WVariance","WStdev","WSkewness","WKurtosis","cnobs","cNAs","cMinimum","cMaximum","c1. Quartile","c3. Quartile","cMean","cMedian","cSum","cSE Mean","cLCL Mean","cUCL Mean","cVariance","cStdev","cSkewness","cKurtosis","cnonobs","cnoNAs","cnoMinimum","cnoMaximum","cno1. Quartile","cno3. Quartile","cnoMean","cnoMedian","cnoSum","cnoSE Mean","cnoLCL Mean","cnoUCL Mean","cnoVariance","cnoStdev","cnoSkewness","cnoKurtosis","canobs","caNAs","caMinimum","caMaximum","ca1. Quartile","ca3. Quartile","caMean","caMedian","caSum","caSE Mean","caLCL Mean","caUCL Mean","caVariance","caStdev","caSkewness","caKurtosis","Cnobs","CNAs","CMinimum","CMaximum","C1. Quartile","C3. Quartile","CMean","CMedian","CSum","CSE Mean","CLCL Mean","CUCL Mean","CVariance","CStdev","CSkewness","CKurtosis","Cnonobs","CnoNAs","CnoMinimum","CnoMaximum","Cno1. Quartile","Cno3. Quartile","CnoMean","CnoMedian","CnoSum","CnoSE Mean","CnoLCL Mean","CnoUCL Mean","CnoVariance","CnoStdev","CnoSkewness","CnoKurtosis","Canobs","CaNAs","CaMinimum","CaMaximum","Ca1. Quartile","Ca3. Quartile","CaMean","CaMedian","CaSum","CaSE Mean","CaLCL Mean","CaUCL Mean","CaVariance","CaStdev","CaSkewness","CaKurtosis","Knobs","KNAs","KMinimum","KMaximum","K1. Quartile","K3. Quartile","KMean","KMedian","KSum","KSE Mean","KLCL Mean","KUCL Mean","KVariance","KStdev","KSkewness","KKurtosis","ynnobs","ynNAs","ynMinimum","ynMaximum","yn1. Quartile","yn3. Quartile","ynMean","ynMedian","ynSum","ynSE Mean","ynLCL Mean","ynUCL Mean","ynVariance","ynStdev","ynSkewness","ynKurtosis","ywnobs","ywNAs","ywMinimum","ywMaximum","yw1. Quartile","yw3. Quartile","ywMean","ywMedian","ywSum","ywSE Mean","ywLCL Mean","ywUCL Mean","ywVariance","ywStdev","ywSkewness","ywKurtosis","ylnobs","ylNAs","ylMinimum","ylMaximum","yl1. Quartile","yl3. Quartile","ylMean","ylMedian","ylSum","ylSE Mean","ylLCL Mean","ylUCL Mean","ylVariance","ylStdev","ylSkewness","ylKurtosis","yhnobs","yhNAs","yhMinimum","yhMaximum","yh1. Quartile","yh3. Quartile","yhMean","yhMedian","yhSum","yhSE Mean","yhLCL Mean","yhUCL Mean","yhVariance","yhStdev","yhSkewness","yhKurtosis","eprnobs","eprNAs","eprMinimum","eprMaximum","epr1. Quartile","epr3. Quartile","eprMean","eprMedian","eprSum","eprSE Mean","eprLCL Mean","eprUCL Mean","eprVariance","eprStdev","eprSkewness","eprKurtosis","knnobs","knNAs","knMinimum","knMaximum","kn1. Quartile","kn3. Quartile","knMean","knMedian","knSum","knSE Mean","knLCL Mean","knUCL Mean","knVariance","knStdev","knSkewness","knKurtosis","kwnobs","kwNAs","kwMinimum","kwMaximum","kw1. Quartile","kw3. Quartile","kwMean","kwMedian","kwSum","kwSE Mean","kwLCL Mean","kwUCL Mean","kwVariance","kwStdev","kwSkewness","kwKurtosis","klnobs","klNAs","klMinimum","klMaximum","kl1. Quartile","kl3. Quartile","klMean","klMedian","klSum","klSE Mean","klLCL Mean","klUCL Mean","klVariance","klStdev","klSkewness","klKurtosis","khnobs","khNAs","khMinimum","khMaximum","kh1. Quartile","kh3. Quartile","khMean","khMedian","khSum","khSE Mean","khLCL Mean","khUCL Mean","khVariance","khStdev","khSkewness","khKurtosis","enobs","eNAs","eMinimum","eMaximum","e1. Quartile","e3. Quartile","eMean","eMedian","eSum","eSE Mean","eLCL Mean","eUCL Mean","eVariance","eStdev","eSkewness","eKurtosis","epsnobs","epsNAs","epsMinimum","epsMaximum","eps1. Quartile","eps3. Quartile","epsMean","epsMedian","epsSum","epsSE Mean","epsLCL Mean","epsUCL Mean","epsVariance","epsStdev","epsSkewness","epsKurtosis","epsnonobs","epsnoNAs","epsnoMinimum","epsnoMaximum","epsno1. Quartile","epsno3. Quartile","epsnoMean","epsnoMedian","epsnoSum","epsnoSE Mean","epsnoLCL Mean","epsnoUCL Mean","epsnoVariance","epsnoStdev","epsnoSkewness","epsnoKurtosis","epsanobs","epsaNAs","epsaMinimum","epsaMaximum","epsa1. Quartile","epsa3. Quartile","epsaMean","epsaMedian","epsaSum","epsaSE Mean","epsaLCL Mean","epsaUCL Mean","epsaVariance","epsaStdev","epsaSkewness","epsaKurtosis","rhonobs","rhoNAs","rhoMinimum","rhoMaximum","rho1. Quartile","rho3. Quartile","rhoMean","rhoMedian","rhoSum","rhoSE Mean","rhoLCL Mean","rhoUCL Mean","rhoVariance","rhoStdev","rhoSkewness","rhoKurtosis","rnobs","rNAs","rMinimum","rMaximum","r1. Quartile","r3. Quartile","rMean","rMedian","rSum","rSE Mean","rLCL Mean","rUCL Mean","rVariance","rStdev","rSkewness","rKurtosis","kapnobs","kapNAs","kapMinimum","kapMaximum","kap1. Quartile","kap3. Quartile","kapMean","kapMedian","kapSum","kapSE Mean","kapLCL Mean","kapUCL Mean","kapVariance","kapStdev","kapSkewness","kapKurtosis","kapnonobs","kapnoNAs","kapnoMinimum","kapnoMaximum","kapno1. Quartile","kapno3. Quartile","kapnoMean","kapnoMedian","kapnoSum","kapnoSE Mean","kapnoLCL Mean","kapnoUCL Mean","kapnoVariance","kapnoStdev","kapnoSkewness","kapnoKurtosis","kapanobs","kapaNAs","kapaMinimum","kapaMaximum","kapa1. Quartile","kapa3. Quartile","kapaMean","kapaMedian","kapaSum","kapaSE Mean","kapaLCL Mean","kapaUCL Mean","kapaVariance","kapaStdev","kapaSkewness","kapaKurtosis","year"
"X1950",1950,182,127,0.14314,369.916395,2.913909,20.234684,23.584561,7.71828,1297.150865,7.320849,8.907143,38.261979,2947.715401,54.292867,4.992178,27.790097,182,132,0.067159,129.460144,1.572816,8.761139,10.030056,3.402411,501.502793,2.914215,4.173722,15.886389,424.63232,20.606609,4.271031,20.540088,182,152,182.415735,124648.194255,4075.921213,24466.157125,20917.673664,7502.316493,627530.209925,5296.327888,10085.466874,31749.880454,841532672.796636,29009.18256,1.98452,3.591641,182,152,359.233791,321992.817379,8473.404337,41598.469761,45290.117337,16864.919278,1358703.520113,13048.338953,18603.26773,71976.966944,5107774482.94412,71468.695825,2.385291,5.515892,182,132,0.249335,0.877235,0.51473,0.667919,0.590003,0.609122,29.500146,0.016083,0.557683,0.622323,0.012933,0.113724,-0.29466,0.465134,182,127,1162.960205,2274197.25,6620.783203,74709.35547,103393.008611,23678.88672,5686615.473632,42202.889398,18781.309756,188004.707467,97959613043.5301,312985.004503,6.097397,39.125817,182,127,1193.544312,2276991.875,7072.662964,74505.316407,104051.050745,23788.796875,5722807.790996,42248.216401,19348.47672,188753.624771,98170148398.643,313321.158556,6.094552,39.108886,182,132,715.510299,1447333.464859,4525.252079,44942.190981,72395.73029,15664.741483,3619786.514477,29677.556813,12756.447019,132035.01356,44037868920.6968,209852.016718,5.656379,33.905014,182,127,0.371139,0.966919,0.604897,0.786373,0.699373,0.682593,38.465489,0.018815,0.66165,0.737095,0.019471,0.139539,-0.122536,-0.529817,182,127,0.371139,0.966919,0.604897,0.786373,0.699373,0.682593,38.465489,0.018815,0.66165,0.737095,0.019471,0.139539,-0.122536,-0.529817,182,127,0.371139,0.966919,0.604897,0.786373,0.699373,0.682593,38.465489,0.018815,0.66165,0.737095,0.019471,0.139539,-0.122536,-0.529817,182,127,628.48365,1512726.054118,4627.409562,46019.653568,69683.934857,15167.618794,3832616.417153,28153.524303,13239.517093,126128.352621,43594151186.348,208792.12434,6.043001,38.550052,182,127,628.48365,1512726.054118,4627.409562,46019.653568,69683.934857,15167.618794,3832616.417153,28153.524303,13239.517093,126128.352621,43594151186.348,208792.12434,6.043001,38.550052,182,127,628.48365,1512726.054118,4627.409562,46019.653568,69683.934857,15167.618794,3832616.417153,28153.524303,13239.517093,126128.352621,43594151186.348,208792.12434,6.043001,38.550052,182,127,2117.17041,5684549.5,21934.791015,173374.47655,306072.395941,72081.91406,16833981.776759,110893.53615,83744.242121,528400.549762,676355699788,822408.475022,5.24802,30.550841,182,127,336.612904,14637.054901,2047.969075,6523.119792,4812.8685,3354.220281,264707.767527,505.277161,3799.848786,5825.888215,14041775.513352,3747.235716,0.988341,-0.034997,182,132,882.117216,36237.6368,5914.944694,17729.917618,12365.752363,10500.217067,618287.618132,1212.8557,9928.427581,14803.077144,73550947.506878,8576.184904,0.866988,-0.016765,182,152,2.176539,18.267347,4.263831,9.866314,7.548943,6.572491,226.468304,0.767195,5.979853,9.118034,17.657647,4.2021,0.672537,-0.512246,182,152,1.148349,8.984304,2.273968,4.511711,3.63124,3.353753,108.937189,0.325793,2.964919,4.297561,3.184227,1.78444,1.115426,0.925343,182,132,0.217084,0.524038,0.348388,0.451395,0.393932,0.401672,19.696584,0.010203,0.373428,0.414436,0.005205,0.072147,-0.298903,-0.731974,182,127,395.475081,65886.270533,6840.820449,19138.64468,14606.150021,13327.142422,803338.251138,1550.423468,11497.738121,17714.56192,132209711.21413,11498.24818,1.780673,5.171841,182,132,1008.37987,145594.109803,16046.0868,50601.682094,38143.602365,36169.645351,1907180.118245,3967.875037,30169.858947,46117.345782,787201615.283502,28057.113452,1.26142,2.501707,182,152,1.029983,68.005079,14.796934,29.974168,23.182276,20.243198,695.468277,2.486041,18.097751,28.2668,185.411984,13.616607,1.167107,1.86264,182,152,0.449774,47.468142,7.634488,13.962797,12.24318,9.497991,367.295401,1.688736,8.789327,15.697033,85.554902,9.249589,2.21531,5.472713,182,132,0.139945,3.010671,0.497192,0.942777,0.773121,0.641865,38.656053,0.063441,0.645631,0.900611,0.201239,0.448596,2.551419,9.961793,182,127,0.034213,1.694406,0.271718,0.653187,0.494419,0.465002,27.193039,0.04634,0.401512,0.587326,0.118109,0.343669,1.291148,1.941288,182,127,0.034213,1.694406,0.271718,0.653187,0.494419,0.465002,27.193039,0.04634,0.401512,0.587326,0.118109,0.343669,1.291148,1.941288,182,127,0.034213,1.694406,0.271718,0.653187,0.494419,0.465002,27.193039,0.04634,0.401512,0.587326,0.118109,0.343669,1.291148,1.941288,182,127,0.091863,3.098802,0.216533,0.423361,0.510888,0.306424,28.098819,0.090615,0.329216,0.692559,0.451606,0.672016,2.739913,6.361333,182,132,0.04179,1.542053,0.092305,0.1622,0.184526,0.121248,9.226321,0.035482,0.113224,0.255829,0.062947,0.250892,3.904602,16.180267,182,127,0.034213,1.694406,0.271718,0.653187,0.494419,0.465002,27.193039,0.04634,0.401512,0.587326,0.118109,0.343669,1.291148,1.941288,182,127,0.034213,1.694406,0.271718,0.653187,0.494419,0.465002,27.193039,0.04634,0.401512,0.587326,0.118109,0.343669,1.291148,1.941288,182,127,0.034213,1.694406,0.271718,0.653187,0.494419,0.465002,27.193039,0.04634,0.401512,0.587326,0.118109,0.343669,1.291148,1.941288,1950
"X1951",1951,182,122,0.145809,376.219871,2.811266,20.281931,22.423466,7.654264,1345.40795,6.851375,8.713897,36.133035,2816.480095,53.07052,5.236848,30.690218,182,128,0.067491,132.622574,1.586405,7.81787,9.643559,3.149031,520.752194,2.782657,4.062255,15.224863,418.131803,20.448271,4.450839,22.353913,182,149,182.387771,131723.97093,4204.490134,23516.979659,20024.51695,7107.892215,660809.059354,5052.631602,9732.643168,30316.390732,842459841.376498,29025.158766,2.220511,4.838463,182,149,360.925977,341955.422738,8524.041525,27661.968231,43391.035104,14697.782047,1431904.158446,12574.900301,17776.80139,69005.268819,5218227880.34675,72237.302554,2.622608,6.940825,182,127,0.249335,0.867393,0.510826,0.657855,0.5844,0.592653,32.142009,0.014991,0.554345,0.614455,0.01236,0.111176,-0.225341,0.350181,182,122,1163.395386,2443819.5,7268.532592,75155.929688,102479.723301,25995.72168,6148783.398073,41637.100762,19164.077119,185795.369483,104018889592.101,322519.595671,6.410483,43.341168,182,122,1158.973084,2441947.5,7271.933899,74500.880861,102895.631951,26227.645995,6173737.91705,41591.057017,19672.119091,186119.144811,103788961425.111,322162.942352,6.411243,43.362233,182,127,748.210112,1564832.851033,5114.301731,45889.001874,70958.357522,14310.148415,3902709.663719,29205.169138,12405.518808,129511.196236,46911804742.4559,216591.33118,6.000161,38.195648,182,122,0.364624,1.050094,0.601448,0.789019,0.697766,0.676216,41.865953,0.019418,0.658911,0.73662,0.022622,0.150408,0.171885,-0.555859,182,123,0.364624,0.965093,0.598457,0.779091,0.691794,0.676126,40.815858,0.018792,0.654177,0.729411,0.020836,0.144347,0.073359,-0.669495,182,122,0.364624,1,0.601448,0.789019,0.696931,0.676216,41.815858,0.019177,0.658557,0.735305,0.022066,0.148546,0.113,-0.670529,182,122,676.849494,1518714.705044,4942.335593,45229.952093,66739.901746,15055.23277,4004394.104731,26017.811048,14678.38209,118801.421402,40615589505.3005,201533.097791,6.281623,41.980678,182,123,676.849494,1518714.705044,4889.650027,45231.803017,67675.054195,15126.57936,3992828.197493,26445.493358,14738.647763,120611.460626,41262483018.047,203131.688857,6.22522,41.205177,182,122,676.849494,1518714.705044,4942.335593,45229.952093,66730.705977,15055.23277,4003842.358623,26018.143193,14668.521702,118792.890253,40616626512.4788,201535.670571,6.281507,41.979532,182,122,2534.655273,7012460,25625.43213,195869.40625,341548.409674,80485.117185,20492904.580414,124583.594943,92257.212008,590839.607339,931264327729.154,965020.376847,5.658881,35.340581,182,122,375.629682,15433.199983,2099.520566,6901.856192,4808.706072,3510.64172,288522.364345,483.302246,3841.620511,5775.791634,14014863.680694,3743.643103,1.109182,0.452896,182,128,984.068341,37521.699758,6126.599933,17862.281749,12642.777424,10950.087694,682709.980889,1158.898372,10318.321656,14967.233192,72524453.528875,8516.129023,0.896565,0.175171,182,149,1.761329,18.538368,4.231099,9.780305,7.452882,6.354445,245.94512,0.737209,5.951236,8.954529,17.934766,4.234946,0.762477,-0.3258,182,149,1.21372,10.14185,2.47019,4.407421,3.637737,3.114221,120.045317,0.327707,2.97022,4.305253,3.543924,1.882531,1.474749,2.469285,182,128,0.216229,0.508718,0.341394,0.447396,0.387024,0.387046,20.899282,0.009926,0.367116,0.406932,0.00532,0.072938,-0.298178,-0.69781,182,122,461.001393,69562.928983,6705.653278,24226.686559,17160.203497,14163.041142,1029612.209825,1814.305761,13529.786054,20790.62094,197502323.732884,14053.551997,1.21603,1.550942,182,128,1179.868553,154896.32438,16993.218749,63732.089903,45829.471055,42121.606649,2474791.436982,4577.984817,36647.196342,55011.745768,1131729029.09078,33641.180554,0.881599,0.543089,182,149,1.133147,72.704835,18.093991,37.74207,27.248897,22.712165,899.2136,2.717583,21.713361,32.784433,243.713503,15.611326,0.664351,0.292636,182,149,0.487895,49.719104,9.157191,15.969729,13.971948,13.373266,461.074272,1.628661,10.654473,17.289422,87.533731,9.355946,1.947378,4.892603,182,127,0.15288,3.010671,0.520322,0.957691,0.786275,0.687329,43.245113,0.05862,0.668748,0.903801,0.188999,0.43474,2.487205,10.073313,182,122,-0.047705,1.742553,0.267398,0.66278,0.504671,0.478817,30.28027,0.045551,0.413525,0.595818,0.124491,0.352834,1.026966,1.426618,182,123,0.036169,1.742553,0.28375,0.671132,0.514033,0.479015,30.327975,0.04534,0.423275,0.604792,0.121288,0.348264,1.074346,1.515527,182,122,0,1.742553,0.267398,0.66278,0.505466,0.478817,30.327975,0.045394,0.414633,0.596299,0.123636,0.351619,1.046307,1.447805,182,122,0.094357,3.376818,0.20502,0.36398,0.444924,0.286017,26.695455,0.077412,0.290023,0.599825,0.359556,0.59963,3.409944,11.287832,182,127,0.033752,1.597695,0.084607,0.158439,0.162785,0.114279,8.953201,0.030567,0.101502,0.224069,0.05139,0.226694,5.00208,27.325678,182,122,-0.047705,1.742553,0.267398,0.66278,0.504671,0.478817,30.28027,0.045551,0.413525,0.595818,0.124491,0.352834,1.026966,1.426618,182,123,0.036169,1.742553,0.28375,0.671132,0.514033,0.479015,30.327975,0.04534,0.423275,0.604792,0.121288,0.348264,1.074346,1.515527,182,122,0,1.742553,0.267398,0.66278,0.505466,0.478817,30.327975,0.045394,0.414633,0.596299,0.123636,0.351619,1.046307,1.447805,1951
"X1952",1952,182,121,0.148171,566.207791,2.949393,21.171188,31.725906,7.90481,1935.280272,11.23904,9.244479,54.207334,7705.277377,87.779709,4.787472,23.815916,182,127,0.067824,209.909363,1.667187,8.868758,13.456746,3.369101,740.121043,4.583818,4.266745,22.646748,1155.626296,33.994504,4.406297,20.429517,182,149,182.359841,133040.836451,4242.828733,23525.243102,20250.910063,7100.49347,668280.032071,5112.685221,9836.711062,30665.109064,862605155.565658,29370.140544,2.217609,4.808017,182,149,362.626195,347083.618239,8583.464388,28476.795476,44175.106853,14766.55821,1457778.526139,12822.714086,18056.092977,70294.120729,5425925885.81997,73660.884368,2.610132,6.822052,182,126,0.249335,0.885231,0.512418,0.655399,0.586046,0.597903,32.81857,0.014892,0.556201,0.615891,0.01242,0.111443,-0.199476,0.47813,182,121,1164.19104,2526412.25,7614.554688,83697.22656,112895.324476,27255.21094,6886614.793021,42850.531837,27181.49897,198609.149981,112006252801.395,334673.352392,6.200684,41.415564,182,121,1153.710449,2528468,7689.94751,85369.80078,113498.509479,28023.34668,6923409.078194,42890.11147,27705.512918,199291.506039,112213261379.011,334982.479212,6.194356,41.35806,182,126,744.812659,1648253.264679,4971.387859,47723.091713,78906.539237,15782.407911,4418766.197296,30547.54993,17687.881157,140125.197318,52256557177.9632,228596.93169,5.827036,36.734753,182,121,0.292167,1.012315,0.601205,0.795074,0.685609,0.673484,41.822119,0.01948,0.646643,0.724574,0.023147,0.152142,-0.032543,-0.382353,182,122,0.292167,0.962231,0.59518,0.777349,0.680163,0.67301,40.809804,0.019018,0.642109,0.718218,0.0217,0.14731,-0.10917,-0.399429,182,121,0.292167,1,0.601205,0.795074,0.685407,0.673484,41.809804,0.019424,0.646552,0.724261,0.023015,0.151709,-0.046721,-0.402816,182,121,620.286351,1538859.949061,5128.281869,47961.339682,73061.170215,15261.086235,4456731.383123,26469.184005,20114.9191,126007.42133,42737679813.7792,206730.935793,5.938562,38.587854,182,122,620.286351,1538859.949061,5036.843201,48477.224176,74107.244078,16453.918352,4446434.644692,26893.049102,20294.377121,127920.111035,43394165401.6612,208312.662605,5.886692,37.892842,182,121,620.286351,1538859.949061,5128.281869,47961.339682,73059.116758,15261.086235,4456606.122232,26469.265238,20112.703153,126005.530363,42737942135.2864,206731.570243,5.938534,38.587581,182,121,3138.32251,7305345.5,28493.625,211538.8594,355404.421843,83004.125,21679669.732419,127286.880573,100792.751861,610016.091825,988318947929.834,994142.317744,5.742933,36.414912,182,121,382.296151,15767.264798,2066.829171,6594.720623,4818.498987,3641.007776,293928.438225,490.870528,3836.61174,5800.386235,14698186.369802,3833.821379,1.173275,0.72057,182,127,1001.572806,38393.994813,6329.139047,17811.451738,12699.286067,11423.73303,698460.733671,1188.044238,10317.400781,15081.171352,77629701.087548,8810.771878,0.961954,0.413371,182,149,1.878892,19.005202,4.448818,10.002586,7.716123,6.32656,254.632047,0.76441,6.159071,9.273174,19.282635,4.3912,0.790232,-0.240434,182,149,1.282702,11.179524,2.419877,4.476091,3.76705,3.181542,124.312655,0.356079,3.041741,4.492359,4.184145,2.045518,1.691649,3.365795,182,127,0.215239,0.513938,0.337459,0.446295,0.385335,0.389223,21.193417,0.009767,0.365753,0.404917,0.005247,0.072434,-0.310724,-0.686855,182,121,555.72182,72200.61045,6517.833621,24938.241211,17275.382937,14328.315138,1053798.359129,1868.114622,13538.597327,21012.168546,212880986.650132,14590.441619,1.224883,1.591432,182,127,1427.771255,161995.117529,16672.823787,63519.387948,46263.394037,42358.578782,2544486.672033,4736.674009,36766.934422,55759.853652,1233984436.63106,35128.114618,0.907531,0.619952,182,149,1.17733,76.409744,18.579626,39.530554,28.229008,23.766722,931.557279,2.844832,22.434276,34.023741,267.071225,16.342314,0.694907,0.37178,182,149,0.499822,51.192674,9.425528,16.456934,14.384807,13.436763,474.698635,1.698656,10.924758,17.844856,95.219247,9.758035,1.974315,4.84322,182,126,0.129648,3.010671,0.525919,0.951589,0.781061,0.672642,43.73942,0.057845,0.665138,0.896984,0.187377,0.43287,2.499552,10.197851,182,121,-0.012165,2.422696,0.257745,0.663325,0.54267,0.484816,33.102859,0.052916,0.436821,0.648518,0.170808,0.413289,1.81654,5.367011,182,122,0.039251,2.422696,0.286642,0.680693,0.551917,0.485862,33.115024,0.052978,0.445909,0.657925,0.168399,0.410364,1.861302,5.525171,182,121,0,2.422696,0.257745,0.663325,0.542869,0.484816,33.115024,0.052882,0.43709,0.648649,0.170586,0.41302,1.821229,5.380809,182,121,0.100096,3.34044,0.215521,0.364425,0.447473,0.285538,27.29586,0.07503,0.297392,0.597555,0.343396,0.586,3.424398,11.699102,182,126,0.033918,1.706784,0.082194,0.152069,0.167958,0.111032,9.405666,0.03212,0.103588,0.232329,0.057776,0.240366,5.045673,28.011863,182,121,-0.012165,2.422696,0.257745,0.663325,0.54267,0.484816,33.102859,0.052916,0.436821,0.648518,0.170808,0.413289,1.81654,5.367011,182,122,0.039251,2.422696,0.286642,0.680693,0.551917,0.485862,33.115024,0.052978,0.445909,0.657925,0.168399,0.410364,1.861302,5.525171,182,121,0,2.422696,0.257745,0.663325,0.542869,0.484816,33.115024,0.052882,0.43709,0.648649,0.170586,0.41302,1.821229,5.380809,1952
